species.ID,long,lat,elevation
Calumma_nasutum_7,48.50972,-18.96611,944
Calumma_nasutum_7,48.4167,-18.9333,974
Calumma_nasutum_7,47.9396194,-18.449767,1315
Calumma_nasutum_7,47.9396194,-18.449767,1315
Dromicodryas_bernieri_1,46.885393,-25.06099,3
Dromicodryas_bernieri_1,46.885393,-25.06099,3
Dromicodryas_bernieri_1,48.393783,-21.121667,4
Dromicodryas_bernieri_1,43.25166,-22.135262,7
Dromicodryas_bernieri_1,43.890217,-20.900998,11
Dromicodryas_bernieri_1,49.476467,-17.815117,12
Dromicodryas_bernieri_1,43.39553,-22.867149,24
Dromicodryas_bernieri_1,45.531433,-25.568967,25
Dromicodryas_bernieri_1,47.5166667,-23.666667,41
Dromicodryas_bernieri_1,47.516667,-23.666667,41
Dromicodryas_bernieri_1,49.703127,-16.674977,140
Dromicodryas_bernieri_1,48.283333,-14.066666,231
Dromicodryas_bernieri_1,45.64235,-23.9853,660
Dromicodryas_bernieri_1,46.287467,-19.56929,824
Dromicodryas_bernieri_1,44.711666,-22.843333,842
Dromicodryas_bernieri_1,46.205,-23.461667,846
Dromicodryas_bernieri_1,46.1406667,-22.943,1029
Dromicodryas_bernieri_1,46.1406667,-22.943,1029
Dromicodryas_quadrilineatus_3,45.770193,-15.914705,8
Dromicodryas_quadrilineatus_3,49.26973,-12.1907,33
Dromicodryas_quadrilineatus_3,49.966666,-13.933333,60
Dromicodryas_quadrilineatus_3,43.873683,-21.859866,68
Dromicodryas_quadrilineatus_3,49.05586,-12.93111,102
Dromicodryas_quadrilineatus_3,49.05586,-12.93111,102
Dromicodryas_quadrilineatus_3,47.0049,-16.80897,117
Dromicodryas_quadrilineatus_3,48.3,-13.4,132
Dromicodryas_quadrilineatus_3,50.316666,-15.283333,139
Dromicodryas_quadrilineatus_3,49.35818,-12.33429,210
Dromicodryas_quadrilineatus_3,47.416133,-16.629817,246
Dromicodryas_quadrilineatus_3,45.11436,-21.59586,290
Dromicodryas_quadrilineatus_3,49.865972,-13.549472,450
Dromicodryas_quadrilineatus_3,49.25,-12.533333,461
Dromicodryas_quadrilineatus_3,49.716833,-13.437945,504
Dromicodryas_quadrilineatus_3,48.848287,-13.855984,720
Dromicodryas_quadrilineatus_3,49.55,-14.46,978
Furcifer_oustaleti_1,44.62716,-25.10606,55
Furcifer_oustaleti_1,44.99264,-21.67139,199
Furcifer_oustaleti_1,44.44364,-22.88541,383
Furcifer_oustaleti_1,46.61594,-20.58005,1431
Furcifer_oustaleti_1,46.61618,-20.5798,1431
Furcifer_oustaleti_1,46.61618,-20.5798,1431
Furcifer_oustaleti_2,46.40367,-15.70968,11
Furcifer_oustaleti_2,46.40367,-15.70968,11
Furcifer_oustaleti_2,46.40389,-15.71013,11
Furcifer_oustaleti_2,46.40389,-15.71013,11
Furcifer_oustaleti_2,46.40367,-15.70968,11
Furcifer_oustaleti_2,46.40367,-15.70968,11
Furcifer_oustaleti_2,47.0492,-16.56241,36
Furcifer_oustaleti_2,47.56658,-15.75495,40
Furcifer_oustaleti_2,47.56658,-15.75495,40
Furcifer_oustaleti_2,46.8333,-16.95,47
Furcifer_oustaleti_2,47.63633,-15.96325,48
Furcifer_oustaleti_2,47.64484,-16.02773,48
Furcifer_oustaleti_2,47.64959,-15.9951,48
Furcifer_oustaleti_2,47.63633,-15.96325,48
Furcifer_oustaleti_2,47.64484,-16.02773,48
Furcifer_oustaleti_2,47.64484,-16.02773,48
Furcifer_oustaleti_2,47.6258,-15.86857,49
Furcifer_oustaleti_2,47.65954,-16.0657,54
Furcifer_oustaleti_2,47.65954,-16.0657,54
Furcifer_oustaleti_2,47.08983,-16.61466,57
Furcifer_oustaleti_2,47.38393,-16.16984,84
Furcifer_oustaleti_2,47.73171,-16.07502,128
Furcifer_oustaleti_2,47.73171,-16.07502,128
Furcifer_oustaleti_2,47.73171,-16.07502,128
Furcifer_oustaleti_2,47.73171,-16.07502,128
Furcifer_oustaleti_2,46.81743,-16.31395,146
Furcifer_oustaleti_2,47.45768,-16.6228,293
Furcifer_oustaleti_2,47.45768,-16.6228,293
Furcifer_oustaleti_2,47.45768,-16.6228,293
Furcifer_oustaleti_2,47.45768,-16.6228,293
Furcifer_oustaleti_2,47.45381,-16.63531,303
Furcifer_pardalis_1,48.479,-13.61885,11
Furcifer_pardalis_1,48.479,-13.61885,11
Furcifer_pardalis_1,48.42538333,-13.6216333,12
Furcifer_pardalis_1,48.42538333,-13.6216333,12
Furcifer_pardalis_1,48.42538333,-13.6216333,12
Furcifer_pardalis_1,48.42538333,-13.6216333,12
Furcifer_pardalis_1,48.77635,-13.4393333,17
Furcifer_pardalis_1,48.77635,-13.4393333,17
Furcifer_pardalis_1,48.4503,-13.6441167,18
Furcifer_pardalis_1,48.4503,-13.6441167,18
Furcifer_pardalis_1,48.45456667,-13.6399667,18
Furcifer_pardalis_1,48.4549,-13.6400667,18
Furcifer_pardalis_1,48.4549,-13.6400667,18
Furcifer_pardalis_1,48.45498333,-13.6397,18
Furcifer_pardalis_1,48.44831667,-13.65275,18
Furcifer_pardalis_1,48.43883333,-13.64455,18
Furcifer_pardalis_1,48.43418333,-13.6299833,18
Furcifer_pardalis_1,48.43393333,-13.62925,18
Furcifer_pardalis_1,48.5207,-13.4499,19
Furcifer_pardalis_1,48.51826667,-13.4505333,19
Furcifer_pardalis_1,48.51016667,-13.4355833,19
Furcifer_pardalis_1,48.52328333,-13.4491667,19
Furcifer_pardalis_1,48.53331667,-13.4538667,19
Furcifer_pardalis_1,48.72905,-13.4824667,27
Furcifer_pardalis_1,48.1954333,-13.2989167,34
Furcifer_pardalis_1,48.53895,-13.4632333,38
Furcifer_pardalis_1,48.5642,-13.4979833,51
Furcifer_pardalis_1,48.3444833,-13.4459667,126
Furcifer_pardalis_1,48.3410667,-13.44785,126
Furcifer_pardalis_1,48.3581667,-13.4546,126
Furcifer_pardalis_1,48.3573667,-13.4556333,126
Furcifer_pardalis_1,48.3570167,-13.4559333,126
Furcifer_pardalis_1,48.35605,-13.4571833,126
Furcifer_pardalis_1,48.35595,-13.4577833,126
Furcifer_pardalis_1,48.34425,-13.4538167,126
Furcifer_pardalis_1,48.34391667,-13.4535333,126
Furcifer_pardalis_1,48.3413,-13.4497,126
Furcifer_pardalis_1,48.35606667,-13.4596667,282
Furcifer_pardalis_11,49.98096667,-13.36585,20
Furcifer_pardalis_11,49.98196667,-13.36668333,20
Furcifer_pardalis_11,49.94185,-13.43833333,22
Furcifer_pardalis_11,49.94153333,-13.4384,22
Furcifer_pardalis_11,49.99961667,-13.71025,22
Furcifer_pardalis_11,49.98526667,-13.72343333,22
Furcifer_pardalis_11,50.05941667,-14.08153333,30
